id,occupation,location,tstamp,treatment,treated_cg,treated_em,did_mc,started_assignment,completed_assignment,time_read,time_check,time_ready,time_assignment,man_check_cgo_correct,man_check_emi_correct,passed_both_mc,sga,da,fvg_market,fvg_model,gains_inv_property,int_exp,tax_exp,dinclude
4TCD1GSYS99NG5AX,Financial Analyst,Europe,2019-06-26 07:30:35,3,TRUE,FALSE,TRUE,TRUE,TRUE,26.2175617218018,13.6552484035492,1.74386548995972,61.2557446956635,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
IMRYMTCETP8H2U3M,Financial Analyst,Europe,2019-06-26 07:36:00,4,TRUE,TRUE,TRUE,TRUE,TRUE,72.9782609939575,15.2359256744385,5.68203902244568,154.0422976017,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
0LF1GWRC82O14RW3,Financial Analyst,Europe,2019-06-26 07:52:57,1,FALSE,FALSE,TRUE,TRUE,TRUE,20.48579454422,17.1284086704254,1.98149037361145,96.0068740844727,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.5
VYOMBVOMBOZO250W,Financial Analyst,Rest of World,2019-06-26 08:08:53,2,FALSE,TRUE,FALSE,FALSE,FALSE,203.66765332222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5PULV6C0ZR4S9S5F,Portfolio Manager,Rest of World,2019-06-26 08:08:50,4,TRUE,TRUE,TRUE,TRUE,TRUE,55.4943776130676,18.1789810657501,2.41764688491821,124.477943181992,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
WYXP3DSWF3AKRP4J,Portfolio Manager,Rest of World,2019-06-26 08:28:01,3,TRUE,FALSE,TRUE,TRUE,TRUE,1.9770941734314,7.03759431838989,1.40296936035156,7.20633816719055,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0
ZHQUQKLF9EYY9WPX,Portfolio Manager,Rest of World,2019-06-26 08:26:29,2,FALSE,TRUE,FALSE,FALSE,FALSE,21.873664855957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDG164R5C7A0R0I2,Financial Analyst,Europe,2019-06-26 08:27:26,1,FALSE,FALSE,TRUE,TRUE,FALSE,31.6137771606445,17.859131574630698,4.51148438453674,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
4E3BYM4ZG0JOR7DS,Financial Analyst,Rest of World,2019-06-26 08:34:13,2,FALSE,TRUE,TRUE,TRUE,TRUE,37.3456618785858,11.4942667484283,5.07130694389343,105.448915243149,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
566E6VY776RU1XQM,Financial Analyst,Europe,2019-06-26 09:19:06,1,FALSE,FALSE,TRUE,TRUE,TRUE,886.026366233826,20.2393543720245,4.50371313095093,187.251962900162,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-1
MD338NUYT1DE8738,Portfolio Manager,Europe,2019-06-26 09:05:14,1,FALSE,FALSE,FALSE,FALSE,FALSE,3.5008487701416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Z9W8FW3LQ1J33BL,Financial Analyst,Rest of World,2019-06-26 09:09:40,1,FALSE,FALSE,TRUE,TRUE,TRUE,22.4880397319794,32.7376792430878,4.62556838989258,89.2334740161896,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0
43L5G8PAZ22FQUB4,Financial Analyst,Europe,2019-06-26 09:09:51,1,FALSE,FALSE,TRUE,TRUE,TRUE,18.2677750587463,19.0131018161774,9.14508390426636,85.8794121742249,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
BFVB1QSZU16PRQ1H,Financial Analyst,Europe,2019-06-26 09:14:37,4,TRUE,TRUE,FALSE,FALSE,FALSE,2.22406268119812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DX1CEGPMQUT5V2PZ,Portfolio Manager,Europe,2019-06-26 09:27:11,3,TRUE,FALSE,TRUE,TRUE,TRUE,46.4054918289185,11.5438079833984,2.23195910453796,118.52850151062,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
17SV4KXG3GPUH10D,Portfolio Manager,Europe,2019-06-26 09:24:45,4,TRUE,TRUE,FALSE,FALSE,FALSE,3.16697955131531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWD7F64VRKJRO3A6,Financial Analyst,Europe,2019-06-26 09:25:40,4,TRUE,TRUE,FALSE,FALSE,FALSE,17.9863975048065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TDF06V02CXIE9R1C,Financial Analyst,Europe,2019-06-26 09:46:46,2,FALSE,TRUE,TRUE,TRUE,TRUE,3.40121698379517,33.1015782356262,4.38405895233154,58.0975451469421,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
P09GU7NXSE2B7QCT,Financial Analyst,Rest of World,2019-06-26 10:14:46,4,TRUE,TRUE,TRUE,TRUE,TRUE,37.303528547287,23.7668361663818,3.97831654548645,598.42370891571,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
R7CWZMWRR1EWEMB1,Financial Analyst,Rest of World,2019-06-26 10:55:11,4,TRUE,TRUE,TRUE,TRUE,TRUE,444.293251752853,161.562995433807,3.22254729270935,76.9703786373138,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-1
UD38Q2GTQQECCOKU,Portfolio Manager,Rest of World,2019-06-26 10:31:34,2,FALSE,TRUE,TRUE,TRUE,TRUE,24.0960910320282,19.8117091655731,1.77644181251526,104.310361862183,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
TJRYTNAVIDJRRC81,Financial Analyst,Europe,2019-06-26 10:38:53,4,TRUE,TRUE,TRUE,TRUE,TRUE,62.4079210758209,11.5642738342285,1.70720338821411,86.6871433258057,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
NR1JEJC327U37OSM,Financial Analyst,Rest of World,2019-06-26 10:39:56,3,TRUE,FALSE,TRUE,TRUE,FALSE,2.42194676399231,16.6494500637054,2.2831130027771,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2FJ3H9Y3PZRQH0LT,Portfolio Manager,Rest of World,2019-06-26 10:56:39,3,TRUE,FALSE,TRUE,TRUE,TRUE,50.0227472782135,219.912335395813,6.93244862556458,227.93567276001,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.5
YEGLG6CRY7V2WQ0J,Portfolio Manager,Rest of World,2019-06-26 11:15:12,3,TRUE,FALSE,TRUE,TRUE,TRUE,6.05602765083313,34.064551115036,13.4770877361298,74.1586382389069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.5
Q3DH0AFZZ8TU46PE,Financial Analyst,Europe,2019-06-26 11:21:11,2,FALSE,TRUE,TRUE,TRUE,TRUE,77.8320889472961,24.6747813224792,2.63613247871399,83.899311542511,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
3J7F2XPB3WIF4HZ6,Financial Analyst,Europe,2019-06-26 11:24:24,2,FALSE,TRUE,TRUE,TRUE,TRUE,54.8607811927795,23.7219507694244,2.76002287864685,180.144939422607,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
FR1TPTMAS0C5JWEC,Financial Analyst,Europe,2019-06-26 11:33:53,1,FALSE,FALSE,TRUE,TRUE,FALSE,11.2943940162659,8.33501839637756,1.6823251247406,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
WBE4DHQHKH6QWSAL,Financial Analyst,North America,2019-06-26 11:36:13,1,FALSE,FALSE,TRUE,TRUE,TRUE,37.5100870132446,28.9676501750946,3.49208331108093,95.807893037796,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
WWS8KQCSHOS6J881,Portfolio Manager,Europe,2019-06-26 11:45:54,1,FALSE,FALSE,TRUE,TRUE,TRUE,45.6797058582306,9.36059165000916,4.14938282966614,110.257854223251,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
6ITO06JFS8DS7YFR,Financial Analyst,North America,2019-06-26 11:44:31,1,FALSE,FALSE,FALSE,FALSE,FALSE,11.7596843242645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4PWMDT6654ZBWFV,Financial Analyst,North America,2019-06-26 11:47:29,3,TRUE,FALSE,TRUE,TRUE,TRUE,43.8980762958527,13.2216944694519,3.00301957130432,67.7078673839569,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
Y2GC4BCWKOFQT6VU,Financial Analyst,Europe,2019-06-26 12:17:37,4,TRUE,TRUE,TRUE,TRUE,TRUE,30.1035883426666,21.6838347911835,2.26299786567688,93.0119094848633,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
OPD1KY14Q0OQ0F8N,Financial Analyst,North America,2019-06-26 12:20:33,1,FALSE,FALSE,TRUE,TRUE,TRUE,3.20987462997437,42.5696225166321,2.7785050868988,42.7356307506561,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0
BWQX3V6UCSJ3A6BB,Financial Analyst,Rest of World,2019-06-26 12:22:04,4,TRUE,TRUE,TRUE,TRUE,TRUE,23.2104232311249,46.7013418674469,2.46836423873901,41.148300409317,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
XL1JKB7ITMJOI7RB,Financial Analyst,Europe,2019-06-26 12:30:48,3,TRUE,FALSE,TRUE,TRUE,TRUE,64.3083484172821,14.6818716526031,3.78201150894165,72.5720458030701,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
1Y4V4ZFDJCW742OM,Portfolio Manager,North America,2019-06-26 12:35:41,2,FALSE,TRUE,FALSE,FALSE,FALSE,6.57342743873596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CKG06BY66U908JXA,Portfolio Manager,Europe,2019-06-26 12:39:20,2,FALSE,TRUE,TRUE,TRUE,TRUE,12.6389288902283,5.27022671699524,1.84402465820312,74.134560585022,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
A3XALR99FXEGUE75,Portfolio Manager,Europe,2019-06-26 13:02:00,1,FALSE,FALSE,TRUE,TRUE,TRUE,96.4237916469574,17.5265765190125,1.71884632110596,237.493363380432,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MRAW6IIFO2KW0DJ5,Financial Analyst,Europe,2019-06-26 13:08:55,4,TRUE,TRUE,TRUE,TRUE,TRUE,22.4376363754272,12.5631141662598,3.20328617095947,73.8291013240814,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
W9BX95ZO4TYZMLW0,Financial Analyst,Rest of World,2019-06-26 13:09:02,3,TRUE,FALSE,FALSE,FALSE,FALSE,5.35355353355408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9F5EHLF1RQ9400NN,Financial Analyst,North America,2019-06-26 13:12:24,3,TRUE,FALSE,TRUE,TRUE,TRUE,10.4472498893738,8.33311700820923,2.07142472267151,54.7134528160095,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
30GNSMRBXKT2YTE0,Financial Analyst,North America,2019-06-26 13:18:32,2,FALSE,TRUE,TRUE,TRUE,TRUE,23.3802165985107,13.040018081665,2.9845304489135698,38.9407663345337,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
1ZZF9NFF8XI2ZSMI,Portfolio Manager,Europe,2019-06-26 13:20:53,3,TRUE,FALSE,TRUE,TRUE,TRUE,29.5839431285858,16.8121180534363,2.10311388969421,79.5176417827606,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
17CUQGQG0R4RNHKH,Portfolio Manager,North America,2019-06-26 13:23:12,2,FALSE,TRUE,TRUE,TRUE,TRUE,30.6142058372498,17.3413007259369,3.68752956390381,62.1921062469482,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
MJ2F8B27DJDH120A,Financial Analyst,Europe,2019-06-26 13:24:32,2,FALSE,TRUE,TRUE,TRUE,TRUE,42.8468337059021,16.9448103904724,2.25402140617371,75.5913174152374,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.5
EDPNKXTUJ2VX0H2T,Financial Analyst,North America,2019-06-26 14:34:22,1,FALSE,FALSE,TRUE,TRUE,TRUE,18.7014944553375,8.67117142677307,1.68173384666443,3921.90995907784,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
DQ3EZJC8ZN8955OY,Financial Analyst,Europe,2019-06-26 13:32:00,1,FALSE,FALSE,TRUE,TRUE,FALSE,5.18716049194336,13.016318321228,15.9794101715088,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Z9K7UTZCBMXEXVUX,Financial Analyst,Europe,2019-06-26 13:41:57,1,FALSE,FALSE,TRUE,TRUE,FALSE,87.91055560112,17.7676732540131,12.327577829361,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
I0SVJ6Y4PDXV4B6E,Financial Analyst,Rest of World,2019-06-26 13:50:50,4,TRUE,TRUE,TRUE,TRUE,TRUE,27.7406325340271,21.6359157562256,2.19863724708557,105.549523830414,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
Z50TBPLT30QFZ0FY,Portfolio Manager,Rest of World,2019-06-26 13:49:04,4,TRUE,TRUE,TRUE,TRUE,FALSE,27.0223939418793,17.8938462734222,3.30929684638977,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
00M4KU32P2LOCNLH,Financial Analyst,Rest of World,2019-06-26 13:52:05,4,TRUE,TRUE,TRUE,TRUE,TRUE,27.8799366950989,19.968691110611,1.57173728942871,76.8825030326843,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
KJBE0UQ1YOKNSSLY,Portfolio Manager,Europe,2019-06-26 13:59:21,1,FALSE,FALSE,TRUE,TRUE,TRUE,49.2195479869843,12.6290550231934,1.91875767707825,79.3815894126892,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0
MJDF87U2C2ZSF8A5,Financial Analyst,Rest of World,2019-06-26 13:57:03,1,FALSE,FALSE,FALSE,FALSE,FALSE,2.73995590209961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KP0A0BQOTA8BFS12,Financial Analyst,Europe,2019-06-26 14:01:42,1,FALSE,FALSE,TRUE,TRUE,TRUE,76.039279460907,9.83790636062622,2.39950656890869,107.599243164062,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
0VMD9EOV47HU86UL,Financial Analyst,North America,2019-06-26 14:07:16,3,TRUE,FALSE,TRUE,TRUE,TRUE,53.6054747104645,21.3493022918701,3.07316946983337,142.375372886658,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
BYO13CA1U7JUWJQC,Financial Analyst,Europe,2019-06-26 14:11:55,2,FALSE,TRUE,TRUE,TRUE,TRUE,34.5365824699402,14.3181760311127,1.92858624458313,43.1345732212067,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
83A3F9S5MO2JDU2J,Financial Analyst,North America,2019-06-26 14:21:50,4,TRUE,TRUE,TRUE,TRUE,TRUE,44.4907982349396,21.9288351535797,1.94427514076233,99.8392307758331,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0
R9Y2J0HDDNCBHYY8,Financial Analyst,Rest of World,2019-06-26 14:21:18,4,TRUE,TRUE,FALSE,FALSE,FALSE,24.9255521297455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1R1CLV68K4EP9NXZ,Financial Analyst,North America,2019-06-26 14:23:13,3,TRUE,FALSE,TRUE,TRUE,TRUE,15.6531400680542,13.6034636497498,2.4337215423584,40.5566930770874,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
OL2K99JBEW8AYWLE,Financial Analyst,Rest of World,2019-06-26 14:24:58,1,FALSE,FALSE,FALSE,FALSE,FALSE,32.9761645793915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RN4JF7I71P1O33Q6,Financial Analyst,North America,2019-06-26 14:31:18,1,FALSE,FALSE,TRUE,TRUE,TRUE,45.6195180416107,32.9089214801788,3.39648795127869,142.481148719788,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0
5AN77UCS1BX3U0VN,Portfolio Manager,Europe,2019-06-26 14:35:16,2,FALSE,TRUE,TRUE,TRUE,TRUE,2.66730451583862,40.1487083435059,6.91812825202942,36.0302176475525,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
ZURA53V57XQ43XNY,Financial Analyst,Europe,2019-06-26 14:50:20,3,TRUE,FALSE,TRUE,TRUE,TRUE,74.2193989753723,24.7182793617249,1.86289143562317,140.90564084053,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
P1KVY5J31OZS2WUK,Financial Analyst,Europe,2019-06-26 14:47:18,4,TRUE,TRUE,TRUE,TRUE,FALSE,2.13677215576172,31.4989414215088,1.34767031669617,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
FQKA1C5ZYHNRMGAR,Portfolio Manager,North America,2019-06-26 14:54:30,4,TRUE,TRUE,TRUE,TRUE,TRUE,27.7133536338806,30.3727822303772,2.5198757648468,49.7088272571564,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
PMBV5R7AHRORDAPA,Financial Analyst,Europe,2019-06-26 14:58:00,3,TRUE,FALSE,TRUE,TRUE,FALSE,30.9551026821136,11.9834990501404,2.71485042572021,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
M608SL9W38NDJIXQ,Portfolio Manager,North America,2019-06-26 15:09:18,4,TRUE,TRUE,TRUE,TRUE,TRUE,42.9162530899048,16.6723411083221,14.153181552887,121.880586862564,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
IHNF0JY8CZNATQLX,Financial Analyst,Europe,2019-06-26 15:10:08,4,TRUE,TRUE,TRUE,TRUE,TRUE,12.617279291153,5.21976828575134,1.62385511398315,57.3286457061768,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
IV5GMUAUSEJZMYKC,Portfolio Manager,North America,2019-06-26 15:10:36,3,TRUE,FALSE,TRUE,TRUE,TRUE,19.2466104030609,16.4617600440979,4.64269185066223,88.0928802490234,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
WR3Y6D5SDA3E48J4,Portfolio Manager,North America,2019-06-26 15:16:32,1,FALSE,FALSE,TRUE,TRUE,TRUE,25.2950100898743,19.3668382167816,2.10615158081055,79.1680607795715,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
ROAPSLF31TJME4OU,Financial Analyst,Rest of World,2019-06-26 15:20:21,2,FALSE,TRUE,TRUE,TRUE,FALSE,58.8692932128906,29.5657334327698,8.1518075466156,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
5N0C7GECHCP5GI0G,Financial Analyst,Rest of World,2019-06-26 15:28:27,2,FALSE,TRUE,TRUE,TRUE,TRUE,21.4373397827148,9.98352360725403,2.44644689559937,81.7698113918304,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
10LO6CLMTUZOGSWS,Financial Analyst,Europe,2019-06-26 15:31:36,1,FALSE,FALSE,TRUE,TRUE,TRUE,18.1889719963074,34.9643161296844,3.88874745368958,122.3618247509,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
3VBRUT63PJ1HTHFX,Financial Analyst,North America,2019-06-26 15:36:45,3,TRUE,FALSE,TRUE,TRUE,TRUE,21.223575592041,12.2971811294556,1.83259725570679,59.0722048282623,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
S4CCI1Q9FW4M0JVS,Portfolio Manager,Europe,2019-06-26 15:44:45,2,FALSE,TRUE,TRUE,TRUE,TRUE,10.8341262340546,3.90382266044617,1.60465884208679,53.1554276943207,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
5ODLZ1PRTMIGPVOS,Financial Analyst,Rest of World,2019-06-26 15:47:35,2,FALSE,TRUE,TRUE,TRUE,TRUE,1.81537175178528,5.34165477752686,1.36670708656311,34.5385541915894,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Q641QUY0HZRUF1NR,Financial Analyst,Europe,2019-06-26 15:54:26,4,TRUE,TRUE,TRUE,TRUE,TRUE,34.0640304088593,20.5879468917847,3.2489333152771,92.5626802444458,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
CR2L8MR9Y62WUD4M,Portfolio Manager,North America,2019-06-26 15:54:07,3,TRUE,FALSE,TRUE,FALSE,FALSE,26.3378889560699,25.0224149227142,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
38T2TW7OVNUDHGTG,Financial Analyst,Europe,2019-06-26 16:12:14,3,TRUE,FALSE,TRUE,TRUE,TRUE,36.0239238739014,16.4541397094727,2.59159827232361,72.5030677318573,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
SQ5PJUHMC3VW5H82,Financial Analyst,Europe,2019-06-26 16:17:02,1,FALSE,FALSE,TRUE,TRUE,TRUE,17.7953035831451,40.2435984611511,3.77704477310181,81.0575473308563,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
DD6ROVDAH25PKQR8,Portfolio Manager,Rest of World,2019-06-26 16:22:22,4,TRUE,TRUE,TRUE,TRUE,TRUE,43.2779443264008,17.4759123325348,4.44347858428955,133.112827777863,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
C2669WUZOQSM5GVS,Portfolio Manager,Europe,2019-06-26 16:31:50,3,TRUE,FALSE,TRUE,TRUE,FALSE,2.57377409934998,24.0510063171387,6.08837056159973,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
N4IJTR382DQQ3SD7,Financial Analyst,Europe,2019-06-26 16:36:25,1,FALSE,FALSE,TRUE,TRUE,TRUE,26.4200057983398,12.4759366512299,1.9356677532196,143.058108091354,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
KOVILVL131ADBGI2,Financial Analyst,North America,2019-06-26 16:36:26,2,FALSE,TRUE,TRUE,TRUE,TRUE,3.02952218055725,76.0904631614685,2.59649181365967,89.5779821872711,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
54E1WFRN5AB8M47Z,Portfolio Manager,Europe,2019-06-26 16:46:14,3,TRUE,FALSE,FALSE,FALSE,FALSE,1.61235880851746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FJBKU1UKF3JMM7P3,Financial Analyst,North America,2019-06-26 18:06:39,3,TRUE,FALSE,TRUE,TRUE,TRUE,6.78732681274414,4.56262183189392,1.24964809417725,69.3627586364746,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
9CBVCKNBLEFLZCHN,Financial Analyst,Europe,2019-06-26 16:57:37,3,TRUE,FALSE,FALSE,FALSE,FALSE,12.403656244278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPHZFNAG7Y0QLQFM,Portfolio Manager,North America,2019-06-26 17:00:50,3,TRUE,FALSE,TRUE,TRUE,TRUE,21.5604519844055,19.1781017780304,2.94817852973938,132.175937652588,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0
RHP01FWLDFD5NIC9,Financial Analyst,North America,2019-06-26 17:01:08,3,TRUE,FALSE,TRUE,TRUE,TRUE,10.2573235034943,6.81380486488342,1.75920414924622,35.4814851284027,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
KJA7DG1P2C0O8TDD,Financial Analyst,Europe,2019-06-26 17:06:47,2,FALSE,TRUE,TRUE,TRUE,TRUE,66.623786687851,18.0701348781586,1.70508003234863,98.6191160678864,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
UE96L0TKS6H1HKVJ,Financial Analyst,Rest of World,2019-06-26 19:26:03,1,FALSE,FALSE,TRUE,TRUE,TRUE,5681.66025018692,12.8130266666412,4.2482271194458,63.775467634201,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
QNPXN583JUQ6GEVI,Financial Analyst,North America,2019-06-26 17:56:55,1,FALSE,FALSE,TRUE,TRUE,TRUE,17.7219603061676,9.6133120059967,2.44228196144104,49.6279263496399,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.5
AHRBLKFAG1JW64E2,Financial Analyst,North America,2019-06-26 18:58:01,4,TRUE,TRUE,TRUE,TRUE,TRUE,25.9596788883209,12.3312957286835,1.61688780784607,109.065315008163,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0
BHS4EBSGAMYSYL2H,Portfolio Manager,Europe,2019-06-26 19:18:41,4,TRUE,TRUE,TRUE,TRUE,FALSE,30.3308176994324,21.0856466293335,2.47505784034729,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
